OBJECTID,Mine_ID,Mine Name,Operation Type,Mine Status,Primary Product,Other Products,Owner,Operator,Lead Agency,Report Year,Acres Disturbed,Reclamation Status,Permit Number,Permit Acres,Financial Assurance Mechanism Total,Financial Assurance Cost Estimate,Latitude,Longitude,x,y
936429,91-34-0001,VAN VLECK RANCHO SAND & GRAVEL,OPEN PIT,ACTIVE,Sand and Gravel,,VAN VLECK RANCHING & RESOURCES,VAN VLECK RANCHING & RESOURCES,County of Sacramento,2018,16,RECLAMATION NOT STARTED,,125.00,30000,29435,38.477778,-121.068889,-13477327.0744,4647141.429799996
936430,91-34-0042,SCHNEIDER HISTORIC MINE,OPEN PIT,CLOSED NO INTENT TO RESUME,NOT REPORTED,,JAY SCHNEIDER & FAMILY,HARDESTY SAND & GRAVEL,County of Sacramento,2018,113,RECLAMATION NOT STARTED,BLANK,,114649.34,177952,38.478611,-121.120833,-13483109.454,4647259.881200001
936431,91-34-0059,WARD BORROW SITE,OPEN PIT,IDLE,Fill Dirt,,CAROL A. WARD TRUST,WARD,County of Sacramento,2018,12,RECLAMATION IN PROGRESS,PLNP 2014-00154,14.00,35000,22064,38.486667,-121.1075,-13481625.2312,4648405.504000001
936432,91-34-0015,SILVA FISH PONDS,OPEN PIT,RECLAIMED,Fill Dirt,,SILVA,SILVA,County of Sacramento,2003,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,87RZUPVA19,8.00,,,38.486944,-121.158056,-13487253.099399999,4648444.8977999985
936433,91-34-0016,VAN VLECK MICHIGAN BAR PIT,OPEN PIT,ACTIVE,Clay,,"PABCO BUILDING PRODUCTS, LLC",HC MUDDOX,County of Sacramento,2018,20,RECLAMATION NOT STARTED,90-0648,20.00,88519,91231.23,38.487222,-121.06,-13476337.555399999,4648484.433899999
936434,91-28-0001,HAROLD SMITH AND SON PIT-RECLAIMED,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,"HAROLD SMITH & SON, INC.","HAROLD SMITH & SON, INC.",City of St. Helena,2002,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,0.00,7500,,38.491111,-122.466111,-13632865.116,4649037.528499998
936435,91-57-0023,SOUTHPORT BORROW ONE,OPEN PIT,NEWLY PERMITTED,Clay,,West Sacramento Area Flood Control Agency ,West Sacramento Area Flood Control Agency ,County of Yolo,2018,0,RECLAMATION IN PROGRESS,95,,,0,38.501389,-121.575556,-13533728.9868,4650499.412299998
936436,91-34-0038,SACRAMENTO,OPEN PIT,ACTIVE,Sand and Gravel,Gold (Placer),"TRIANGLE ROCK PRODUCTS, INC.","TRIANGLE ROCK PRODUCTS, INC.",County of Sacramento,2018,317.1,RECLAMATION IN PROGRESS,,370.00,1612289,3123365,38.503333,-121.248056,-13497271.8536,4650775.939199999
936437,91-34-0053,ASPEN VIII AND ASPEN IX,QUARRY,ACTIVE,Sand and Gravel,"Silver,Gold (Placer)",TEICHERT MATERIALS,TEICHERT MATERIALS,County of Sacramento,2018,55,RECLAMATION NOT STARTED,PLNP2014-00201,682.00,2723594.65,2906513,38.510833,-121.319167,-13505187.8939,4651842.856600001
936438,91-34-0043,VINEYARD I,OPEN PIT,ACTIVE,Sand and Gravel,Gold (Lode),GRANITE CONSTRUCTION,GRANITE CONSTRUCTION,County of Sacramento,2018,282.3,RECLAMATION IN PROGRESS,,420.00,1019171,666203,38.515,-121.345556,-13508125.503899999,4652435.684
936439,91-49-0001,WINDSOR I,OPEN PIT,CLOSED - MERGED,Sand and Gravel,,KAISER SAND & GRAVEL COMPANY,KAISER SAND & GRAVEL COMPANY,County of Sonoma,1995,173,RECLAMATION NOT STARTED,"9758,10426",90.00,,,38.518889,-122.858056,-13676496.2338,4652988.991999999
936440,91-49-0063,"BENOIST, WILSON & MCLAUGHLIN PITS",OPEN PIT,RECLAIMED,NOT REPORTED,,SONOMA COUNTY WATER AGENCY,SONOMA COUNTY WATER AGENCY,County of Sonoma,2008,12,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,95-089,200.00,,,38.518889,-122.858056,-13676496.2338,4652988.991999999
936441,91-34-0045,ASPEN IV SOUTH,OPEN PIT,ACTIVE,Sand and Gravel,"Gold (Placer),Silver",TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Sacramento,2018,122.8,RECLAMATION IN PROGRESS,,"180.00,180.00,180.00",43523.72,1035142,38.519444,-121.340556,-13507568.9065,4653067.957199998
936442,91-34-0034,TEICHERT - ASPEN III SOUTH,OPEN PIT,ACTIVE,Sand and Gravel,"Gold (Placer),Silver",TEICHERT AGGREGATES,TEICHERT MATERIALS,County of Sacramento,2018,84,RECLAMATION IN PROGRESS,,"76.00,76.00,76.00",642590.47,959378,38.521389,-121.347778,-13508372.8559,4653344.695699997
936443,91-34-0026,"SACRAMENTO AGGREGATES, INC.",OPEN PIT,RECLAIMED,Sand and Gravel,,"SACRAMENTO AGGREGATES, INC.","SACRAMENTO AGGREGATES, INC.",County of Sacramento,1999,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,91-UPB-020,19.00,,,38.522222,-121.325,-13505837.2205,4653463.218900003
936444,91-49-0054,WINDSOR MRP,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,HANSON AGGREGATES MID-PACIFIC INC.,HANSON AGGREGATES,County of Sonoma,2018,0,RECLAMATION IN PROGRESS,BLANK,135.00,1310915,1395840,38.523611,-122.859722,-13676681.692,4653660.855499998
936445,91-34-0046,ASPEN V SOUTH,OPEN PIT,IDLE,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT MATERIALS,County of Sacramento,2018,153,RECLAMATION IN PROGRESS,,"193.00,193.00,193.00",1708008.67,1973010,38.524444,-121.323611,-13505682.5977,4653779.382299997
936446,91-34-0014,SACRAMENTO AGGREGATES.,"OPEN PIT,PLANT OR MILL",RECLAIMED,Sand and Gravel,,"SACRAMENTO AGGREGATES, INC.","SACRAMENTO AGGREGATES, INC.",County of Sacramento,1999,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"81 UP 768,90CZBUPB11",,32000,,38.526944,-121.34,-13507507.0129,4654135.113399997
936447,91-34-0037,TEICHERT-ASPEN VI,OPEN PIT,IDLE,Sand and Gravel,Gold (Placer),TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Sacramento,2018,418,RECLAMATION IN PROGRESS,89-1195,752.00,1696300.46,2112604,38.528889,-121.325278,-13505868.1673,4654411.880800001
936448,91-34-0018,SANDY PAN PIT #8,OPEN PIT,RECLAIMED,Clay,,H.C. MUDDOX,H.C. MUDDOX,County of Sacramento,2014,18,RECLAMATION IN PROGRESS,87UP0340,25.00,38249,0,38.53,-121.331944,-13506610.223000001,4654569.975900002
936449,91-49-0029,DOYLE PIT,OPEN PIT,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,2015,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,,91.00,238449.63,0,38.531389,-122.854444,-13676094.1478,4654767.6338
936450,91-34-0008,TEICHERT-ASPEN IV,OPEN PIT,IDLE,Sand and Gravel,,TEICHERT LAND COMPANY,TEICHERT MATERIALS,County of Sacramento,2018,154,RECLAMATION IN PROGRESS,,"277.00,277.00,277.00",304175.69,403199,38.533056,-121.341667,-13507692.5824,4655004.856899999
936451,91-26-0032,CAMP ANTELOPE PIT - EXEMPT,QUARRY,EXEMPT,Sand and Gravel,,BUREAU OF LAND MANAGEMENT,"MONO COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Mono,1999,4,RECLAMATION NOT STARTED,CA CA 33383,,,,38.533333,-119.45,-13297113.1753,4655044.276000001
936452,91-26-0034,MONO COUNTY COMMUNITY PIT - EXEMPT,QUARRY,EXEMPT,Sand and Gravel,,BUREAU OF LAND MANAGEMENT,"MONO COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Mono,1999,4,RECLAMATION NOT STARTED,CA CA 33383,,,,38.533333,-119.45,-13297113.1753,4655044.276000001
936453,91-09-0008,MARBLE VALLEY QUARRY-RECLAIMED,,RECLAIMED,Limestone,,SPRECKELS LIMESTONE & AGGREGATE PRODUCTION,SPRECKELS LIMESTONE & AGGREGATE PRODUCTION,State Mining & Geology Board,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,,,,38.534167,-121.003056,-13469998.5783,4655162.961199999
936454,91-34-0009,TEICHERT ASPEN V,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Sacramento,2018,59,RECLAMATION IN PROGRESS,88-UPB-104,187.00,76115.99,110031,38.535278,-121.330556,-13506455.7116,4655321.067900002
936455,91-34-0036,GRANITE I - RECLAIMED,OPEN PIT,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Sacramento,2017,0,RECLAMATION IN PROGRESS,,290.00,90102.77,90102,38.536389,-121.318056,-13505064.2179,4655479.177100003
936456,91-49-0057,WINDSOR/VIMARK,OPEN PIT,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,Sand and Gravel,,HANSON AGGREGATES MID-PACIFIC INC.,LEHIGH HANSON,County of Sonoma,2012,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,58.00,,,38.538611,-122.853889,-13676032.3655,4655795.402800001
936457,91-34-0028,ASPEN 5A,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Sacramento,2018,0,RECLAMATION IN PROGRESS,,"5.00,5.00,5.00",14904,15082,38.538611,-121.328056,-13506177.4129,4655795.402800001
936458,91-34-0007,TEICHERT-ASPEN 1A,OPEN PIT,RECLAIMED,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,City of Sacramento,1993,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,P88-295,42.00,,,38.541111,-121.388056,-13512856.5823,4656151.203900002
936459,91-34-0027,FAIRBAIRN SOUTH II,OPEN PIT,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Sacramento,2017,0,RECLAMATION IN PROGRESS,0,18.00,18020,15793,38.541111,-121.323333,-13505651.650899999,4656151.203900002
936460,91-34-0021,PERKINS,,IDLE,Sand and Gravel,,GRANITE CONSTRUCTION,GRANITE CONSTRUCTION,City of Sacramento,2018,14.2,RECLAMATION IN PROGRESS,,251.00,38012,72725,38.542222,-121.404444,-13514680.8861,4656309.325900003
936461,91-49-0002,WINDSOR II,OPEN PIT,CLOSED - MERGED,Sand and Gravel,,KAISER SAND & GRAVEL COMPANY,KAISER SAND & GRAVEL COMPANY,County of Sonoma,1995,170,RECLAMATION NOT STARTED,"9108,9108A",27.00,,,38.543056,-122.826111,-13672940.1326,4656428.025799997
936462,91-34-0006,PERKINS PLANT,PLANT OR MILL,ACTIVE,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT MATERIALS,County of Sacramento,2018,200,RECLAMATION NOT STARTED,BLANK,0.00,415595.43,453773,38.543056,-121.3825,-13512238.0912,4656428.025799997
936463,91-34-0020,TANAKA,OPEN PIT,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,City of Rancho Cordova,1998,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,89-UP-1701,16.00,,,38.546944,-121.328056,-13506177.4129,4656981.407300003
936464,91-49-0062,HEALDSBURG PHASE VI,QUARRY,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,2015,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,,34.00,,,38.547778,-122.875556,-13678444.324900001,4657100.1149
936465,91-49-0003,WINDSOR PIOMBO,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,HANSON AGGREGATES MID-PACIFIC INC.,HANSON AGGREGATES,County of Sonoma,2018,0,RECLAMATION IN PROGRESS,UP10124,14.00,,398746,38.548056,-122.853056,-13675939.636300001,4657139.6844
936466,91-49-0051,WINDSOR/MARIANI I,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,HANSON AGGREGATES MID-PACIFIC INC.,HANSON AGGREGATES,County of Sonoma,2018,42,RECLAMATION IN PROGRESS,BLANK,18.00,931868,1033423,38.548333,-122.8525,-13675877.7427,4657179.1118
936467,91-34-0017,FRAIRBAIRN SOUTH,OPEN PIT,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Sacramento,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,68-UP-306,180.00,,,38.551944,-121.326944,-13506053.625599999,4657693.1044000015
936468,91-34-0025,HAPPY LANE,OPEN PIT,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Sacramento,2008,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,89CZBUPB0623,60.00,110004,0,38.552778,-121.319444,-13505218.7294,4657811.820299998
936469,91-49-0028,RUSSIAN RIVER VESTED BARS,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,"SYAR INDUSTRIES, INC.",SYAR INDUSTIES INC,County of Sonoma,2018,0,RECLAMATION IN PROGRESS,,1.00,5229.89,1521.45,38.553056,-122.855,-13676156.0414,4657851.3926
936470,91-49-0032,MARK WEST QUARRY,QUARRY,ACTIVE,Stone,,"BODEAN CO., INC.","BODEAN CO., INC",County of Sonoma,2018,49,RECLAMATION NOT STARTED,PLP09-0035,168.00,570000,644623,38.555,-122.656111,-13654015.8192,4658128.118100002
936471,91-49-0056,HEALDSBURG TERRACE PHASE III,OPEN PIT,RECLAIMED,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,2004,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RES #96-0457,28.00,,,38.5625,-122.854167,-13676063.3123,4659195.802000001
936472,91-49-0058,HEALDSBURG PHASE IV,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,2018,15.73,RECLAMATION IN PROGRESS,PLP98-0008,,164721.7,173473.52,38.5625,-122.854167,-13676063.3123,4659195.802000001
936473,91-49-0031,RUSSIAN RIVER CHANNEL HEALDSBURG BENDWAY,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,CLOSED - NEVER OPERATED,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",City of Healdsburg,2003,0,RECLAMATION NOT STARTED,,,,,38.565,-122.85,-13675599.444,4659551.7214
936474,91-34-0047,GRANTLINE WEST,TAILINGS PROCESSING,ACTIVE,Sand and Gravel,"Gold (Placer),Silver",TEICHERT AGGREGATES,TEICHERT AGGREGATES,City of Rancho Cordova,2018,183.59,RECLAMATION NOT STARTED,DD-9619,583.00,1107249.56,1505125,38.574167,-121.240556,-13496436.9574,4660856.912600003
936475,91-49-0044,BROOKS QUARRY,OPEN PIT,ACTIVE,NOT REPORTED,,BROOKS,BROOKS,County of Sonoma,2018,0,RECLAMATION NOT STARTED,3738,10.00,44823.72,15840,38.578611,-122.790556,-13668982.1681,4661489.706200004
936476,91-49-0060,HEALDSBURG TERRACE PHASE V,OPEN PIT,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,2009,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,PLP99047/ZCE,31.00,,,38.580278,-122.864444,-13677207.3427,4661727.085100003
936477,91-49-0030,PHASE II - GRACE RANCH,QUARRY,CLOSED NO INTENT TO RESUME,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,2018,31.5,RECLAMATION NOT STARTED,92-157,,1334960.82,1690101.53,38.580556,-122.859444,-13676650.7452,4661766.672499999
936478,91-57-0017,DWR/CONOWAY RANCH-SOUTH,UNDETERMINED,RECLAIMED,Clay,,CONOWAY CONSERVANCY GROUP/JIM,CALIFORNIA DEPARTMENT OF WATER RESOURCES,California Department of Water Resources,2001,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,,,,,38.581389,-121.627778,-13539542.313299999,4661885.293300003
936479,91-34-0044,AEROJET MINING SITE,TAILINGS PROCESSING,RECLAIMED,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,City of Rancho Cordova,2012,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,98-0503,180.00,646619,0,38.583333,-121.208333,-13492849.9095,4662162.127899997
936480,91-34-0023,CLARK SITE / GRANTLINE,TAILINGS PROCESSING,IDLE,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Sacramento,2018,173,RECLAMATION NOT STARTED,BLANK,98.00,1558200.62,1648111,38.586944,-121.189444,-13490747.1956,4662676.370999999
936481,91-34-0039,EAST MINING SITE/GRANTLINE,OPEN PIT,IDLE,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Sacramento,2018,283,RECLAMATION NOT STARTED,97-LPE-0199,455.00,2046646.08,2146995,38.588889,-121.164167,-13487933.3728,4662953.369499996
936482,91-34-0048,WHITE ROCK - RIO DEL ORO MINING PROJECT,TAILINGS PROCESSING,ACTIVE,Sand and Gravel,,GRANITE CONSTRUCTION,GRANITE CONSTRUCTION,City of Rancho Cordova,2018,133,RECLAMATION NOT STARTED,,1300.00,645000,877639,38.590278,-121.226667,-13494890.841,4663151.189400002
936483,91-34-0049,TEICHERT QUARRY,QUARRY,NEWLY PERMITTED,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT MATERIALS,County of Sacramento,2018,0,RECLAMATION NOT STARTED,02-GBP-RZB-UPB-REB-DGB-0636,394.00,,,38.598056,-121.120833,-13483109.454,4664258.994900003
936484,91-57-0021,YOLO COUNTY CENTRAL LANDFILL SOIL BORROW SITE,OPEN PIT,ACTIVE,Fill Dirt,,"YOLO COUNTY DEPARTMENT OF COMMUNITY SERVICES, DIVISION OF INTEGRATED","YOLO COUNTY DEPARTMENT OF COMMUNITY SERVICES, DIVISION OF INTEGRATED",County of Yolo,2018,10.3,RECLAMATION IN PROGRESS,,243.00,466869,466869,38.599167,-121.678889,-13545231.9638,4664417.242200002
936485,91-49-0027,DRY CREEK CHANNEL-WESTSIDE BRI,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,1996,0,,P 1343,2.00,,,38.601944,-122.883056,-13679279.221,4664812.8002
936486,91-34-0035,SAFCA BORROW SITE 18A,OPEN PIT,RECLAIMED,Fill Dirt,,SACRAMENTO AREA FLOOD CONTROL AGENCY,SACRAMENTO AREA FLOOD CONTROL AGENCY,City of Sacramento,2005,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,96-166,17.00,366500,0,38.602222,-121.4725,-13522256.8454,4664852.3994999975
936487,91-34-0024,YOST SITE/GRANTLINE,"OPEN PIT,TAILINGS PROCESSING",CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Sacramento,2012,50,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,PENDING,211.00,39877.29,39877.29,38.603611,-121.155,-13486912.9071,4665050.256200001
936488,91-34-0019,URRUTIA,DREDGE,RECLAIMED,Sand and Gravel,,URRUTIA,GARDEN LAND SAND,City of Sacramento,2013,0,RECLAMATION IN PROGRESS,SRB 5445J,,,,38.606111,-121.490278,-13524235.883299999,4665406.3794
936489,91-26-0024,#250 RICKEY DITCH,,CLOSED NO INTENT TO RESUME,,,,,County of Mono,2018,1.7,RECLAMATION IN PROGRESS,,40.00,14000,20532.97,38.609444,-119.459444,-13298164.4765,4665881.1822
936490,91-02-0001,MERRILL BARROW PIT,QUARRY,ACTIVE,Rock,,,,County of Alpine,2018,10.5,RECLAMATION NOT STARTED,,40.00,8210,9687,38.61,-119.703889,-13325375.9695,4665960.389399998
936491,91-28-0007,BLUE ROCK/POPE CREEK QUARRY,"STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,OPEN PIT,PLANT OR MILL,QUARRY",CLOSED NO INTENT TO RESUME,Rock,,DON WESNER INCORPORATED,DON WESNER INCORPORATED,County of Napa,2016,0,RECLAMATION IN PROGRESS,BLANK,9.00,25008.29,25008.29,38.642778,-122.3775,-13623000.9846,4670630.993600003
936492,91-09-0009,OMERSET SAND MINE,OPEN PIT,ACTIVE,Decomposed Granite,,"EL DORADO COUNTY, DEPARTMENT OF PLANNING",EL DORADO COUNTY DEPARTMENT OF TRANSPORTATION,State Mining & Geology Board,2018,5,RECLAMATION NOT STARTED,,5.00,190703.82,189459.95,38.645833,-120.691667,-13435334.9134,4671066.415600002
936493,91-34-0011,TEICHERT-MISSISSIPPI-USBR,TAILINGS PROCESSING,RECLAIMED,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Sacramento,1998,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,8-07-20,0.00,,,38.651944,-121.201944,-13492138.689199999,4671937.457800001
936494,91-49-0026,RUSSIAN RIVER CHANNEL-JIMTOWN,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,EXEMPT,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,1993,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,P 6265,8.00,,,38.656111,-122.823889,-13672692.7807,4672531.451200001
936495,91-17-0033,BLUE ROCK QUARRY - RECLAIMED,QUARRY,RECLAIMED,Stone,,FORD,BLUE ROCK QUARRY,County of Lake,1999,0,RECLAMATION NOT STARTED,"IS 93-22,RP 93-1,UP 93-12",,,,38.659167,-122.934722,-13685030.653900001,4672967.0967999995
936496,91-34-0029,SAFCA BORROW SITE 1A,OPEN PIT,RECLAIMED,Sand and Gravel,,SACRAMENTO AREA FLOOD CONTROL,SACRAMENTO AREA FLOOD CONTROL,County of Sacramento,1993,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,,,,,38.6625,-121.487778,-13523957.5846,4673442.251100004
936497,91-49-0025,RUSSIAN RIVER CHANNEL-RIVER OA,QUARRY,EXEMPT,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,1993,33,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,0.00,,,38.67,-122.835,-13673929.6516,4674511.5361
936498,91-49-0024,RUSSIAN RIVER CHANNEL SAINT CL,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,EXEMPT,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,1993,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,P 86-10037,3.00,,,38.673889,-122.841944,-13674702.6541,4675066.040100001
936499,91-34-0030,SAFCA BORROW SITE 2L,OPEN PIT,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,Fill Dirt,,SACRAMENTO AREA FLOOD CONTROL AGENCY,SACRAMENTO AREA FLOOD CONTROL AGENCY,County of Sacramento,2007,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,94-REB-0210,70.00,183920,0,38.675833,-121.480278,-13523122.6884,4675343.2321000025
936500,91-34-0032,"SAFCA BORROW SITES 2C, 2D, &2E",OPEN PIT,RECLAIMED,Fill Dirt,,SACRAMENTO AREA FLOOD CONTROL,SACRAMENTO AREA FLOOD CONTROL,County of Sacramento,2000,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,94-REB-0045,119.00,170820,,38.678333,-121.488611,-13524050.3137,4675699.714299999
936501,91-57-0012,WOODLAND PROPERTIES,OPEN PIT,ACTIVE,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT MATERIALS,County of Yolo,2018,28,RECLAMATION IN PROGRESS,96-041,252.00,1052321.63,1025178,38.689444,-121.930278,-13573216.4592,4677284.2148
936502,91-09-0003,DIAMOND QUARRY,OPEN PIT,ACTIVE,Sand and Gravel,,"Sierra Rock, LLC",SIERRA ROCK,State Mining & Geology Board,2018,44,RECLAMATION IN PROGRESS,76-01,,206080,65566,38.691944,-120.76,-13442941.7082,4677640.764899999
936503,91-57-0008,SOLANO  CONCRETE OFF-CHANNEL,,ACTIVE,Sand and Gravel,,CEMEX,CEMEX CONSTRUCTION MATERIALS PACIFIC,County of Yolo,2018,446,RECLAMATION IN PROGRESS,ZF 95-093,586.00,4954608,6061201,38.692222,-121.944444,-13574793.4111,4677680.413999997
936504,91-34-0031,BORROW SITE 2N,OPEN PIT,RECLAIMED,Fill Dirt,,SACRAMENTO AREA FLOOD CONTROL,SACRAMENTO AREA FLOOD CONTROL,County of Sacramento,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,94-REB-0200,69.00,,,38.692778,-121.487778,-13523957.5846,4677759.712800004
936505,91-57-0002,WOODLAND PLANT,"STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,OPEN PIT,PLANT OR MILL",ACTIVE,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT MATERIALS,County of Yolo,2018,130,RECLAMATION NOT STARTED,BLANK,457.00,481295.02,507037,38.693611,-121.853333,-13564650.980999999,4677878.519400001
936506,91-57-0007,"SOLANO CONCRETE, IN-CHANNEL",STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,CLOSED - MERGED,Sand and Gravel,,CEMEX,"CEMEX CONSTRUCTION MATERIALS PACIFIC, LLC",County of Yolo,2012,0,RECLAMATION IN PROGRESS,ZONE FILE #G-2,20.00,350000,319643.74,38.694167,-121.944722,-13574824.358,4677957.819700003
936507,91-49-0013,RR LOWER ALEXANDER VALLEY,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,"SYAR INDUSTRIES, INC.","SYAR INDUSTRIES, INC.",County of Sonoma,2009,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,UPE 95-1067,52.00,,0,38.698056,-122.858056,-13676496.2338,4678512.511
936508,91-57-0005,"SCHWARZGRUBER & SONS, INC.",OPEN PIT,CLOSED - MERGED,Sand and Gravel,,"SCHWARZGRUBER & SONS, INC.","SCHWARZGRUBER & SONS, INC.",County of Yolo,1996,17,RECLAMATION NOT STARTED,BLANK,17.00,,,38.698333,-121.254167,-13497952.127,4678552.020900004
936509,91-57-0006,TEICHERT SCHWARZGRUBER,OPEN PIT,ACTIVE,Sand and Gravel,,"A. TEICHERT &  SON, INC",TEICHERT MATERIALS,County of Yolo,2018,96,RECLAMATION NOT STARTED,BLANK,132.00,690240.03,708675,38.699722,-121.840556,-13563228.6519,4678750.143200003
